Raf	Mek	Plcg	PIP2	PIP3	Erk	Akt	PKA	PKC	P38	Jnk
1.543	1.236	1.093	1.516	1.176	1.134	1.336	2.774	1.013	1.204	0.453
0.625	0.879	0.223	2.640	1.863	0.781	1.121	2.574	0.949	1.305	0.640
1.734	1.387	1.504	1.585	0.945	0.602	0.933	2.086	1.243	1.360	0.550
1.562	1.161	0.812	1.731	1.297	0.715	0.973	2.403	0.985	0.949	0.574
1.879	1.276	1.593	1.531	0.992	0.840	1.310	2.632	1.097	1.230	0.648
1.468	1.348	0.777	1.965	1.155	1.243	1.528	2.550	1.305	1.258	0.320
1.695	1.207	1.253	1.340	1.117	0.875	1.574	2.844	1.152	1.391	0.903
0.676	1.276	0.769	2.262	1.528	1.286	1.480	2.574	1.332	1.456	1.130
1.750	1.571	1.083	1.879	1.493	1.225	1.562	2.574	1.124	0.883	0.684
1.930	1.456	0.000	2.215	0.422	1.041	1.292	2.574	0.769	0.676	0.566
1.152	1.188	1.093	1.149	1.009	0.418	1.061	2.585	1.270	1.559	1.274
2.079	1.758	1.057	1.593	1.769	1.305	1.348	2.512	1.140	1.550	1.973
1.668	1.316	1.281	1.418	1.212	1.324	1.516	2.610	1.801	1.945	1.438
1.473	1.316	1.083	2.403	1.640	0.969	1.286	3.063	1.121	1.418	1.033
1.903	1.418	0.465	1.656	0.840	1.025	1.413	2.715	1.310	1.446	0.688
1.196	1.473	1.629	1.922	1.715	1.270	1.886	3.691	1.223	1.441	1.134
2.173	2.041	1.378	1.903	1.914	0.883	1.489	3.141	1.199	1.398	0.980
1.933	1.378	1.441	1.535	1.230	1.290	1.441	2.484	1.130	1.217	1.017
1.719	1.571	1.246	1.528	1.190	0.793	1.364	2.980	1.140	1.253	0.883
2.204	2.196	1.223	2.185	1.403	1.410	1.512	2.496	1.367	1.449	0.582
1.996	1.292	0.945	1.253	1.602	1.360	1.610	2.632	1.114	1.176	0.000
1.496	1.281	0.930	1.344	1.253	1.250	1.528	2.550	1.029	1.270	0.832
1.155	1.344	1.265	1.057	0.225	1.352	1.593	2.629	0.949	1.238	0.504
1.945	1.723	0.976	1.164	0.918	1.543	1.754	2.602	1.320	1.590	1.152
1.590	1.305	1.196	1.212	0.111	0.961	1.879	3.156	1.520	1.707	0.953
2.243	1.691	0.894	0.890	1.418	1.238	1.531	2.496	1.152	1.164	0.473
2.097	1.785	1.364	1.617	1.021	0.953	1.785	2.942	1.143	1.196	0.473
1.422	1.137	1.223	1.992	1.328	1.061	1.489	2.672	0.613	1.562	2.167
1.734	1.348	0.976	2.173	1.155	1.130	1.360	2.980	0.394	0.477	0.559
1.121	0.832	0.793	2.173	1.441	1.516	1.707	2.621	1.403	1.430	1.000
1.301	1.364	0.750	2.097	1.625	1.648	1.949	3.270	0.715	1.155	0.535
1.516	1.320	0.985	1.769	1.061	1.068	1.270	2.742	1.104	1.238	1.057
1.484	1.684	1.021	1.734	1.204	1.167	1.516	2.691	1.225	1.286	0.969
1.879	1.456	0.516	1.029	0.863	1.320	1.543	2.516	1.143	1.456	0.824
1.703	1.301	1.124	2.253	1.446	1.021	1.449	3.066	0.000	1.199	0.000
1.543	1.310	1.185	1.316	1.167	1.512	1.762	3.023	1.215	1.324	0.844
1.489	1.090	1.164	1.140	0.324	0.640	1.270	2.566	0.473	0.000	0.356
1.750	1.438	0.953	2.149	1.496	1.029	1.324	2.703	1.134	1.190	0.703
1.212	0.969	1.246	1.403	1.793	1.013	1.528	2.644	0.121	0.762	0.836
1.276	0.774	1.061	2.236	1.410	0.316	1.140	2.723	0.879	1.049	1.079
1.691	0.996	1.140	1.367	1.648	0.910	1.668	2.413	1.348	1.598	1.413
1.310	1.176	0.336	2.410	1.310	0.656	0.945	1.504	1.029	1.061	1.124
1.378	1.528	1.375	1.253	1.045	0.957	1.204	2.754	1.143	1.190	0.883
1.851	1.348	1.276	1.316	1.000	1.453	1.566	2.933	1.009	0.754	0.731
1.438	1.382	1.000	1.332	1.243	1.083	1.433	2.777	1.292	1.566	0.922
1.403	1.453	1.114	1.212	1.585	0.785	1.225	2.816	0.781	1.301	2.083
1.100	1.418	1.045	1.805	1.453	1.057	1.797	2.660	1.270	1.976	2.711
2.217	1.574	1.223	1.859	1.433	1.149	1.305	2.387	1.185	1.179	0.276
1.809	1.430	1.535	1.559	1.484	0.727	1.758	3.000	1.223	1.456	1.204
1.566	0.922	0.699	2.117	1.316	0.809	1.590	2.898	1.328	1.441	0.871
1.926	1.684	0.000	2.468	1.328	1.524	1.719	2.656	1.356	1.387	0.883
0.938	1.352	0.942	1.500	1.668	1.143	1.398	2.797	1.468	1.531	0.286
0.879	0.691	0.933	1.274	2.068	1.029	1.238	2.672	1.155	1.328	1.243
1.484	1.574	0.636	1.217	1.378	0.640	1.173	2.398	0.512	0.068	0.812
0.898	1.336	0.903	2.217	1.664	1.352	1.566	2.640	1.305	1.320	0.926
0.856	1.212	0.446	1.061	1.061	1.301	1.446	2.668	1.496	1.851	1.391
2.025	1.535	0.000	2.320	1.500	0.976	1.190	2.625	0.973	1.033	1.009
1.371	1.134	1.610	2.571	1.579	0.695	1.149	2.930	0.961	1.477	1.933
1.217	1.167	1.173	1.903	1.579	0.441	0.844	2.328	0.258	0.926	1.711
1.250	1.276	1.185	2.598	1.688	1.398	1.719	2.875	1.212	1.691	1.879
0.769	0.930	1.461	1.418	0.863	1.863	2.049	3.086	0.000	1.316	1.676
1.238	1.276	1.164	1.281	0.711	1.217	1.508	2.851	0.000	0.000	1.480
1.676	1.602	1.320	1.336	1.199	1.910	2.083	3.273	0.863	1.449	1.969
1.025	1.104	1.041	2.093	1.352	1.061	1.574	2.886	0.828	1.433	1.781
1.013	1.176	1.571	1.543	1.164	1.949	2.124	2.610	1.179	1.664	1.930
1.137	1.217	0.684	1.265	0.086	1.340	1.438	2.785	0.312	1.281	1.879
1.407	1.253	1.348	1.236	1.243	1.137	1.364	2.781	1.496	1.660	1.859
1.121	1.196	1.781	2.590	1.777	1.418	1.617	2.555	0.000	0.382	1.579
1.805	1.707	1.512	1.378	0.605	2.179	2.394	3.559	1.176	1.524	1.621
1.230	1.225	1.352	1.348	1.097	1.079	1.352	2.738	1.246	1.391	1.562
1.695	1.851	1.378	1.114	1.000	2.053	2.310	3.520	1.185	1.832	2.531
1.310	1.270	1.734	2.508	1.738	1.711	1.879	2.371	1.305	1.579	1.660
1.161	1.114	1.422	1.258	0.969	1.613	1.879	2.805	0.000	0.344	1.629
1.566	1.360	0.758	0.000	1.188	1.559	1.793	3.254	1.246	1.528	1.621
1.173	1.535	1.316	1.274	0.945	2.025	2.212	3.422	1.504	1.980	2.053
2.009	1.910	0.785	1.422	1.378	2.090	2.336	3.266	0.585	0.762	1.652
1.215	1.410	1.777	1.856	1.217	2.262	2.410	3.258	0.644	1.500	1.910
1.360	1.176	0.571	0.004	0.988	1.949	2.100	2.566	0.290	0.769	1.328
1.906	1.938	1.812	2.468	1.433	1.672	1.785	2.691	1.364	1.582	1.723
0.969	0.809	1.356	1.223	1.274	2.090	2.305	3.508	0.057	0.516	1.664
1.152	1.000	1.938	2.668	1.973	1.579	1.734	2.648	1.629	1.957	2.602
1.286	1.140	1.328	1.489	1.190	0.672	1.632	2.731	1.149	1.504	1.684
1.524	1.292	1.152	1.286	1.104	2.199	2.328	2.524	1.250	1.496	1.543
1.585	1.433	1.531	1.500	0.559	2.057	2.305	3.305	1.524	1.890	2.223
1.774	1.875	1.356	1.465	0.574	1.508	1.629	2.789	0.528	1.246	1.906
1.185	1.223	1.086	2.378	1.449	0.727	0.903	2.516	1.164	1.356	0.906
1.336	1.512	1.316	1.535	0.746	1.988	2.243	3.422	1.489	1.742	1.883
1.477	1.173	1.348	1.550	0.391	2.137	2.500	3.766	0.000	1.149	1.121
1.500	1.114	1.422	1.571	0.000	1.364	1.547	3.106	0.805	0.727	1.703
1.274	1.045	1.851	2.668	1.809	1.301	1.598	2.789	1.173	1.648	2.041
0.883	1.449	0.832	1.258	0.890	1.672	1.809	3.043	1.375	1.660	1.652
1.610	1.777	0.270	0.644	0.504	1.465	1.636	2.809	1.410	1.602	1.731
1.340	1.449	1.926	2.605	1.883	2.097	2.270	3.195	0.613	0.976	1.484
1.711	1.344	1.976	2.068	1.246	1.883	2.009	2.976	0.933	1.410	2.111
1.484	1.190	1.727	2.152	1.281	1.890	2.179	3.437	1.976	2.253	2.516
0.949	1.124	1.871	2.555	1.734	0.890	1.336	2.715	1.025	0.867	1.636
1.571	1.281	1.072	1.297	0.856	0.949	1.230	2.769	0.000	0.000	1.648
1.140	0.980	1.223	2.164	1.286	2.243	2.348	2.820	1.017	1.625	1.848
1.045	1.398	1.930	2.742	1.973	1.320	1.555	2.520	1.262	1.352	1.508
1.236	0.832	1.461	1.465	1.045	1.057	1.489	2.742	0.574	0.636	1.652
1.789	1.969	1.230	1.324	0.004	0.629	1.179	2.777	1.378	1.585	2.025
1.236	1.137	1.758	1.988	1.496	1.574	1.824	3.367	0.942	0.367	1.547
1.225	1.664	1.270	1.801	1.072	1.276	1.504	2.812	0.914	1.371	1.707
1.083	1.021	1.328	1.276	0.629	2.246	2.684	3.922	1.179	0.957	1.731
1.238	1.422	1.918	2.617	2.025	1.602	1.812	3.008	1.114	1.320	1.441
1.332	1.348	1.863	2.715	1.942	0.571	1.090	2.930	0.117	1.520	1.037
1.410	1.199	1.535	1.574	0.461	0.719	1.305	2.625	0.000	1.809	0.918
1.117	1.068	1.336	2.121	1.625	1.562	1.691	2.734	0.033	0.769	1.121
1.644	1.465	1.598	2.076	1.801	1.566	1.679	2.562	0.547	0.832	1.480
1.582	1.152	0.851	1.449	0.953	2.236	2.367	3.031	0.933	1.410	1.758
1.508	1.547	1.555	2.441	1.785	1.652	1.797	2.621	0.926	1.516	1.886
1.539	1.274	1.734	2.496	1.738	1.207	1.535	2.848	0.000	1.137	0.906
0.695	1.100	1.679	1.762	1.292	0.535	1.281	2.816	1.290	1.632	1.797
1.453	1.504	1.774	2.410	1.758	0.797	1.236	2.582	1.021	1.276	1.758
1.844	1.699	1.316	1.290	1.090	1.774	2.017	2.528	1.535	1.859	2.143
1.508	1.328	2.017	2.715	1.942	1.660	1.789	3.109	1.344	1.535	1.629
1.477	1.512	1.230	1.344	0.875	1.695	1.938	3.051	1.364	1.602	1.672
1.610	1.290	0.100	0.029	0.190	1.890	1.910	2.446	0.886	1.114	1.812
1.344	1.236	1.520	1.164	1.230	1.430	1.438	2.636	1.407	1.797	2.364
1.367	1.079	1.742	2.418	1.812	1.090	1.777	3.480	1.230	1.433	1.703
1.391	1.290	1.320	1.236	1.117	0.585	1.161	3.082	1.057	1.196	1.886
1.863	1.973	1.446	1.473	0.004	1.949	2.121	3.246	1.076	1.453	1.083
1.364	1.029	1.250	1.906	0.566	1.348	1.489	2.684	0.938	1.453	1.684
1.316	1.104	1.320	1.407	0.992	1.253	1.398	2.801	0.585	0.903	1.664
1.149	0.969	1.262	0.528	1.468	2.049	2.207	2.973	0.930	1.212	1.664
1.207	0.797	1.305	1.238	0.945	1.875	2.097	3.277	1.281	1.574	1.805
1.344	1.199	1.328	1.508	0.953	0.585	1.348	2.516	0.167	0.859	1.688
1.652	1.660	1.207	1.225	1.013	1.465	1.976	3.234	1.516	1.824	2.137
1.797	1.719	1.555	2.367	1.691	2.223	2.433	3.344	0.836	1.086	1.644
1.656	1.797	1.328	1.243	1.196	1.816	1.980	3.156	1.114	1.422	1.559
1.290	1.305	1.394	1.480	1.017	1.292	1.636	2.758	0.430	0.660	0.890
1.250	1.212	1.155	1.933	1.230	1.312	1.520	2.965	1.640	1.793	1.793
1.152	1.143	1.276	1.290	0.926	1.820	2.188	3.367	1.270	1.610	1.836
1.886	1.636	1.727	2.453	1.781	1.750	2.041	3.246	1.344	1.394	1.910
0.809	1.262	1.196	1.617	1.117	1.644	1.750	2.875	1.550	1.774	1.883
1.155	1.265	0.703	0.243	0.910	1.493	1.769	2.610	1.274	1.672	1.688
1.480	1.738	1.602	2.324	1.617	1.173	1.512	2.769	0.777	1.176	1.656
1.130	1.340	1.550	1.610	0.898	1.652	2.013	3.539	0.072	1.270	1.766
1.973	1.719	1.489	1.496	1.164	1.871	2.137	3.254	0.973	1.391	1.965
1.391	0.985	1.574	1.605	1.258	1.550	2.114	3.441	1.566	1.695	1.777
1.297	1.068	1.371	1.223	1.179	0.528	1.286	2.672	1.137	1.493	1.754
1.480	1.297	1.387	1.297	0.000	1.699	1.859	2.828	1.571	1.793	1.961
1.258	1.375	0.890	1.621	1.418	1.632	1.734	2.731	1.025	1.672	1.910
1.140	1.121	1.512	1.668	1.176	2.017	2.236	3.242	1.310	1.489	1.801
1.281	1.164	1.360	1.516	1.057	1.894	2.104	3.203	1.134	1.468	1.477
1.301	1.212	1.427	2.246	1.000	2.025	2.225	3.410	0.973	0.918	1.143
1.364	1.061	1.161	1.629	2.013	2.076	2.310	3.394	1.766	1.828	1.121
1.403	1.456	1.262	1.789	1.215	1.265	1.382	2.856	0.828	1.820	2.121
1.398	1.312	1.493	2.648	1.742	1.602	1.762	2.555	1.072	1.310	1.746
1.230	0.848	1.336	1.387	0.938	1.520	1.644	2.875	1.130	1.579	1.579
1.473	1.348	1.301	1.236	0.140	2.083	2.340	3.301	0.867	1.352	1.574
1.352	1.243	1.378	1.890	1.243	1.547	1.750	2.531	0.640	1.427	1.676
1.785	1.520	1.579	2.493	1.688	2.137	2.547	3.672	1.672	1.933	2.196
1.238	1.004	1.449	1.446	0.516	1.652	1.820	2.605	0.856	1.375	1.632
2.111	2.037	1.621	2.207	1.688	0.707	1.179	2.809	1.212	1.593	1.945
1.328	1.215	1.324	1.352	1.217	0.539	1.403	2.762	0.856	1.559	1.684
1.961	1.617	1.394	2.504	1.590	1.253	1.484	2.980	1.270	1.535	1.898
1.167	1.348	1.441	1.555	1.130	0.973	1.312	2.582	0.000	1.111	1.140
1.286	1.004	0.731	0.613	0.352	0.890	1.230	2.992	0.965	1.394	1.695
1.453	1.336	1.582	2.230	1.571	1.473	1.598	2.840	0.965	1.243	1.840
1.859	1.883	1.253	1.190	1.207	1.801	2.037	2.976	1.398	1.918	2.312
0.816	1.009	1.225	1.360	0.000	1.918	2.053	2.832	1.161	1.316	1.777
1.097	0.719	1.844	2.117	1.699	1.336	1.496	2.617	1.009	1.871	0.555
1.516	1.262	1.371	1.364	0.520	1.731	1.930	2.785	1.021	1.550	1.727
1.281	1.013	1.312	1.894	1.258	1.418	1.547	2.703	0.789	1.253	1.738
1.391	1.072	1.477	1.489	1.164	1.516	1.684	2.559	0.504	0.504	1.707
1.225	1.134	1.879	2.090	1.664	0.809	1.579	3.000	1.086	1.312	1.262
0.856	1.230	1.375	1.367	0.727	1.410	1.613	2.691	1.167	1.456	1.738
1.281	1.143	1.199	1.871	1.340	1.382	1.535	2.676	0.973	1.441	1.598
1.312	1.320	1.238	2.079	1.185	1.068	1.382	2.809	0.957	1.207	1.707
1.265	1.297	1.104	1.910	1.053	0.793	1.644	2.695	1.926	2.076	1.613
1.320	0.945	1.316	2.477	1.496	1.290	1.571	2.734	1.270	1.465	1.691
1.173	1.176	1.246	2.230	1.382	1.356	1.508	2.656	1.270	1.493	1.903
1.207	1.155	0.949	1.632	1.324	1.230	1.480	2.844	0.996	1.324	1.585
1.090	1.140	0.610	0.004	0.217	1.422	1.574	2.894	0.079	1.449	1.433
1.430	1.305	1.290	2.230	1.367	0.930	1.188	2.688	1.512	1.828	2.072
2.117	1.980	1.090	2.276	1.217	1.566	1.793	3.035	1.344	1.528	1.844
1.793	1.851	0.949	0.648	0.980	0.644	1.238	2.816	1.781	2.164	2.320
1.477	1.013	1.427	1.344	1.188	1.053	1.324	2.742	0.734	1.114	1.535
1.723	1.593	1.236	2.207	1.290	0.684	1.301	2.613	0.938	1.286	1.473
1.875	1.723	1.625	2.413	1.598	1.310	1.617	2.840	1.250	1.766	1.781
1.508	1.155	1.403	1.387	0.585	0.980	1.465	3.106	1.155	1.336	1.590
1.262	1.297	1.155	1.270	0.274	0.246	0.004	1.973	1.045	1.418	1.621
1.137	1.403	1.164	2.167	1.143	1.274	1.668	2.890	1.758	2.117	2.258
1.441	1.258	1.550	2.531	1.430	1.253	1.477	2.579	0.886	1.598	1.632
1.230	1.037	1.356	1.828	1.130	1.531	1.676	2.797	1.422	1.382	1.933
1.422	1.571	1.617	2.262	1.528	2.013	2.243	3.145	1.196	1.473	1.777
1.297	1.310	1.340	1.407	0.413	1.832	2.017	2.610	0.130	1.449	1.679
0.859	1.590	1.957	2.621	1.863	1.430	1.566	2.418	0.867	1.223	1.550
2.161	1.945	1.328	1.489	1.111	2.199	2.422	3.539	1.176	1.453	1.695
1.543	1.310	1.769	2.676	1.844	1.543	1.640	2.610	1.114	1.468	1.480
1.496	1.281	1.316	2.041	1.433	1.613	1.922	2.910	1.410	1.593	1.769
1.290	1.212	1.407	1.286	0.433	1.418	1.500	2.809	1.270	1.625	1.695
1.290	1.179	1.161	1.134	0.559	1.121	1.468	2.715	1.547	1.844	1.684
1.320	1.305	0.000	1.965	1.161	1.723	1.883	3.074	1.253	1.371	1.684
1.344	1.072	0.933	1.004	1.076	1.356	1.528	2.691	1.312	1.207	1.727
1.410	1.057	1.336	1.290	0.679	0.613	1.407	2.531	1.025	1.134	1.699
1.489	1.301	1.562	1.688	0.648	1.640	1.824	3.035	1.496	1.832	2.352
1.727	1.648	1.143	1.996	0.774	1.152	1.559	2.828	0.000	1.262	1.684
1.217	1.093	1.441	1.418	0.000	0.621	1.286	2.898	1.246	1.449	1.734
1.250	1.230	1.427	1.190	0.672	1.332	1.590	3.027	0.758	1.484	1.090
1.867	1.598	1.410	1.484	1.236	1.738	1.910	2.781	1.500	1.742	2.045
1.980	1.816	2.199	2.593	1.969	1.236	1.562	2.711	1.758	2.124	2.274
1.754	1.703	1.253	2.320	1.223	0.512	1.433	2.422	1.021	1.179	1.750
1.516	0.836	1.676	2.566	1.774	1.566	1.738	2.797	1.364	1.477	1.801
1.391	1.524	1.025	1.809	1.097	0.965	1.660	2.863	1.000	1.403	1.477
1.391	1.243	1.446	1.258	1.281	1.173	1.430	2.695	1.602	1.742	1.930
1.446	0.996	2.068	2.711	1.863	1.762	1.957	3.070	1.155	1.493	1.593
1.535	1.199	0.859	0.149	0.566	0.422	1.155	2.632	1.332	1.688	1.449
1.378	1.305	1.805	2.585	1.840	0.824	1.164	2.781	1.134	1.512	1.711
1.238	0.863	1.246	1.204	1.053	0.188	0.848	1.805	1.021	1.152	1.610
1.316	1.076	1.890	2.468	1.903	0.820	1.290	2.679	0.992	1.391	2.037
1.441	1.290	1.621	2.004	1.258	1.161	1.391	2.727	0.820	1.418	1.688
1.045	0.828	1.199	1.297	0.945	0.746	1.512	2.793	1.212	1.418	1.797
1.250	1.124	1.360	1.117	0.524	2.009	2.236	3.523	0.828	1.433	1.734
1.134	1.143	1.387	1.364	0.969	1.621	1.789	2.848	1.143	1.461	1.571
0.801	1.090	1.352	1.438	0.863	0.688	1.225	2.566	1.336	1.456	1.836
1.176	1.316	1.398	1.391	0.769	2.025	2.246	3.480	1.083	1.270	1.547
1.433	1.097	1.320	2.117	1.292	1.738	1.922	3.031	1.348	1.562	2.072
1.049	0.856	1.305	1.316	0.930	1.493	1.652	2.672	1.274	1.707	1.949
1.493	1.585	1.301	1.320	0.550	0.636	1.336	2.750	1.140	1.636	1.890
1.890	2.188	1.403	1.320	0.057	0.918	1.543	2.969	1.238	1.640	1.766
1.274	1.375	1.579	1.625	1.104	1.512	1.585	2.652	0.656	0.820	0.859
1.324	1.332	1.336	1.422	0.484	1.375	1.574	2.543	1.672	2.093	1.500
1.456	1.274	1.161	1.253	0.938	1.484	1.640	2.625	1.072	1.602	1.723
1.777	1.652	1.413	2.190	1.684	1.124	1.375	2.679	1.188	1.644	1.664
1.253	0.769	1.286	1.164	0.914	1.143	1.418	2.785	1.312	1.324	1.648
1.660	1.430	1.816	2.398	1.691	1.324	1.648	2.805	1.179	1.324	1.727
1.585	1.332	1.340	1.364	0.699	1.427	1.644	2.699	1.152	1.520	1.719
1.910	1.890	1.496	1.328	0.945	1.301	1.550	2.668	0.945	1.398	1.629
1.083	0.879	1.276	1.348	0.914	0.711	1.344	2.797	0.585	1.204	1.430
2.223	2.004	1.969	2.672	1.836	1.832	2.068	3.113	0.976	1.297	1.598
1.336	1.223	1.352	1.906	0.969	1.320	1.574	2.859	1.004	1.292	1.375
0.590	0.859	1.473	1.816	1.297	1.465	1.610	2.691	1.033	1.746	1.695
1.382	1.212	1.382	1.398	1.079	1.207	1.161	2.719	1.061	1.531	1.571
1.217	1.134	1.223	1.562	0.832	1.550	1.734	2.676	0.871	1.613	1.703
0.890	1.090	1.418	1.543	0.000	1.625	1.699	2.727	0.953	1.173	1.707
1.879	1.727	1.394	1.332	0.382	0.840	1.212	2.922	1.590	1.976	2.243
1.528	1.009	1.531	1.528	0.953	1.320	1.629	2.777	0.859	1.033	1.840
1.512	1.134	1.364	1.243	0.746	1.223	1.441	2.816	1.422	1.672	2.009
1.403	1.253	0.985	2.301	1.387	1.204	1.496	2.820	1.566	1.679	1.699
1.155	1.371	1.276	1.378	1.061	1.093	1.516	2.789	1.207	1.312	1.493
1.493	1.449	1.427	1.632	1.185	0.356	1.161	2.238	1.433	1.785	1.942
1.378	1.246	1.246	1.660	0.985	0.774	1.111	2.727	1.100	1.364	1.489
1.758	1.703	1.781	2.602	1.836	1.562	1.774	2.555	1.550	1.812	2.025
1.504	1.137	1.312	1.387	0.394	0.918	1.613	2.785	1.204	1.270	1.660
1.456	1.161	1.212	1.336	0.632	1.489	1.668	2.543	1.360	1.617	0.155
1.243	1.104	1.336	1.297	1.033	1.582	1.688	2.632	1.676	1.840	1.863
1.930	1.867	0.797	0.000	0.465	1.258	1.590	2.781	1.111	1.324	1.746
1.531	1.111	1.212	1.875	0.695	0.579	1.382	2.579	1.496	1.656	1.969
1.422	1.340	1.550	2.336	1.695	1.957	2.356	3.316	1.053	1.579	1.465
1.324	1.130	0.679	1.179	1.316	0.656	1.456	2.590	1.155	1.310	1.679
1.250	0.965	1.155	1.316	0.660	1.398	1.555	2.562	1.348	1.473	1.387
1.324	1.230	1.348	1.427	1.025	1.382	1.456	2.731	1.061	1.433	1.535
1.427	1.049	1.473	1.465	0.750	1.215	1.348	2.774	0.766	1.453	1.290
1.217	1.286	1.243	1.531	1.013	1.762	2.090	3.285	0.605	1.344	1.571
1.418	1.053	1.407	1.382	1.312	1.253	1.582	2.785	1.121	1.328	1.793
1.484	1.550	1.236	2.225	1.352	0.894	1.360	2.945	1.013	1.356	1.848
1.407	1.378	1.719	2.613	1.750	0.644	1.367	2.621	0.969	1.398	1.493
1.559	1.117	1.433	1.484	1.009	1.875	2.061	2.617	1.382	1.602	1.617
1.324	1.320	1.750	2.644	1.777	1.004	1.555	2.754	1.250	1.562	1.809
1.953	1.863	1.246	1.246	1.143	0.230	0.574	2.520	1.137	1.550	1.797
1.360	1.140	1.598	2.230	1.585	0.883	1.238	2.750	0.057	1.090	0.465
1.250	1.310	1.371	2.124	1.465	1.176	1.336	2.777	1.473	1.793	2.033
1.281	1.090	1.367	1.176	0.973	1.176	1.250	2.613	1.410	1.453	1.832
1.449	1.378	1.093	1.265	0.969	1.539	1.582	2.456	1.207	1.427	1.769
1.305	1.037	1.769	2.512	1.809	1.566	1.684	2.660	1.473	1.734	1.926
1.528	1.246	1.328	1.617	0.867	1.824	1.980	2.703	1.356	1.535	1.312
1.140	1.246	1.493	1.582	0.585	2.196	2.348	2.636	1.204	1.356	1.265
1.621	1.465	1.632	2.324	1.625	1.672	1.863	2.579	0.840	1.562	1.727
0.879	1.204	1.124	2.124	0.930	1.083	1.496	2.777	0.801	1.640	1.617
1.352	1.176	1.332	2.375	1.270	1.130	1.281	2.734	1.215	1.324	1.746
1.465	0.629	1.446	1.243	0.664	1.676	1.933	3.090	1.049	1.320	1.593
1.225	1.258	1.045	1.746	0.750	1.613	1.738	2.512	1.179	1.441	1.212
1.500	1.310	1.480	1.465	1.013	0.566	1.057	2.789	0.550	1.566	1.879
1.367	0.910	1.161	1.185	1.173	1.246	1.316	2.840	1.258	1.648	1.785
1.668	1.477	1.585	1.985	1.352	0.985	1.433	2.828	1.738	1.918	2.173
1.489	1.297	1.660	2.053	0.903	1.124	1.524	2.691	1.004	1.407	1.579
1.413	1.179	1.382	2.230	0.953	1.422	1.625	2.746	1.258	1.480	1.391
1.632	1.378	1.276	1.371	1.152	0.456	1.348	2.684	1.114	1.531	1.695
1.844	1.579	1.176	2.528	1.547	0.801	1.789	2.593	1.621	1.851	1.758
1.143	1.305	1.516	1.684	1.111	1.238	1.524	2.703	1.196	1.566	1.617
1.344	1.281	1.320	1.207	0.746	2.173	2.430	3.484	1.076	1.656	1.922
1.801	1.949	1.276	1.547	1.413	1.167	1.286	2.871	0.512	1.196	1.117
1.262	1.274	1.382	1.914	1.398	1.949	2.230	3.230	1.188	1.336	1.679
1.100	1.394	1.253	0.985	0.000	1.867	2.121	3.234	1.427	1.867	1.988
1.301	1.297	1.378	1.590	0.863	1.489	1.691	3.086	1.204	1.477	1.613
1.276	1.061	1.851	2.672	1.906	1.660	1.746	2.593	1.041	1.167	1.695
1.844	1.688	1.090	1.378	1.100	1.090	1.332	2.707	1.072	1.555	1.699
0.903	0.894	1.555	2.562	1.652	1.100	1.473	3.063	0.781	1.617	1.824
1.356	0.731	1.840	2.555	1.774	0.664	1.305	2.691	1.238	1.644	1.731
1.360	1.378	1.367	1.375	0.883	1.017	1.328	2.746	1.949	2.230	2.238
1.938	1.926	1.140	1.360	0.926	1.179	1.344	2.695	1.676	1.933	2.204
1.965	1.805	1.539	1.324	0.926	0.000	0.871	2.190	1.025	0.953	1.574
1.461	1.316	2.017	2.715	1.945	1.398	1.550	2.629	1.711	2.025	2.253
1.723	1.480	1.441	1.468	1.246	1.111	1.413	2.774	1.988	2.111	1.508
1.378	1.086	1.356	1.433	0.727	1.762	1.875	2.738	1.328	1.543	1.629
1.134	1.149	0.996	0.590	0.930	1.009	1.292	2.676	1.188	1.344	1.528
1.410	0.985	1.367	1.500	1.149	1.734	2.053	3.336	0.848	1.477	1.539
1.352	1.149	1.875	2.769	1.856	1.375	1.625	2.703	0.851	1.230	0.625
2.029	1.965	2.152	2.824	2.061	1.017	1.352	2.903	1.988	2.117	1.371
0.926	0.942	1.500	2.427	1.602	0.789	1.130	2.684	1.797	1.985	1.703
1.407	1.199	1.477	1.550	1.461	1.640	1.840	3.258	0.809	1.387	1.672
1.906	1.762	0.859	2.217	1.190	0.707	0.949	2.539	1.049	1.324	1.524
1.742	1.496	1.217	1.290	0.851	1.356	1.648	3.023	1.413	1.648	1.777
1.816	1.535	1.332	1.906	0.636	1.410	1.489	2.734	1.727	2.072	2.190
1.290	1.037	2.086	2.656	1.863	0.719	1.441	2.816	1.312	1.394	1.582
1.453	0.992	1.270	2.297	1.250	1.969	2.188	3.246	1.762	2.053	2.185
1.223	1.167	1.382	1.742	1.480	1.310	1.484	2.797	0.715	1.310	1.496
2.072	1.953	1.356	1.290	0.848	1.508	1.582	2.766	1.310	1.543	1.688
1.360	1.057	2.086	2.528	1.703	0.820	1.621	2.797	1.061	1.504	1.715
1.539	1.246	0.820	2.217	1.121	1.480	1.953	3.320	1.179	1.524	1.754
1.715	1.602	1.130	2.225	0.777	1.407	1.598	3.129	1.324	1.516	1.111
1.258	0.953	1.602	1.774	1.270	0.875	1.324	2.602	1.223	1.550	1.571
1.199	1.410	1.140	1.382	1.025	1.731	1.871	2.731	0.926	1.508	1.453
1.207	1.265	1.413	1.652	1.528	1.292	1.605	2.723	1.585	1.965	2.236
1.230	1.493	1.387	1.258	0.976	1.243	1.547	2.750	1.375	1.758	1.824
